,adaptive_n_back.hddm_drift,adaptive_n_back.hddm_drift_load,adaptive_n_back.hddm_non_decision,adaptive_n_back.hddm_thresh,adaptive_n_back.mean_load,angling_risk_task_always_sunny.keep_adjusted_clicks,angling_risk_task_always_sunny.keep_coef_of_variation,angling_risk_task_always_sunny.release_adjusted_clicks,angling_risk_task_always_sunny.release_coef_of_variation,attention_network_task.alerting_hddm_drift,attention_network_task.conflict_hddm_drift,attention_network_task.hddm_drift,attention_network_task.hddm_non_decision,attention_network_task.hddm_thresh,attention_network_task.orienting_hddm_drift,bickel_titrator.hyp_discount_rate_large.logTr,bickel_titrator.hyp_discount_rate_medium.logTr,bickel_titrator.hyp_discount_rate_small.logTr,choice_reaction_time.hddm_drift,choice_reaction_time.hddm_non_decision,choice_reaction_time.hddm_thresh,cognitive_reflection_survey.correct_proportion,cognitive_reflection_survey.intuitive_proportion,columbia_card_task_cold.avg_cards_chosen,columbia_card_task_cold.gain_sensitivity,columbia_card_task_cold.information_use,columbia_card_task_cold.loss_sensitivity,columbia_card_task_cold.probability_sensitivity,columbia_card_task_hot.avg_cards_chosen,columbia_card_task_hot.gain_sensitivity,columbia_card_task_hot.information_use,columbia_card_task_hot.loss_sensitivity,columbia_card_task_hot.probability_sensitivity,dietary_decision.health_sensitivity,dietary_decision.taste_sensitivity,digit_span.forward_span,digit_span.reverse_span,directed_forgetting.hddm_drift,directed_forgetting.hddm_non_decision,directed_forgetting.hddm_thresh,directed_forgetting.proactive_interference_hddm_drift,discount_titrate.percent_patient,dot_pattern_expectancy.AY-BY_hddm_drift,dot_pattern_expectancy.BX-BY_hddm_drift,dot_pattern_expectancy.bias,dot_pattern_expectancy.dprime,dot_pattern_expectancy.hddm_drift,dot_pattern_expectancy.hddm_non_decision,dot_pattern_expectancy.hddm_thresh,go_nogo.bias,go_nogo.dprime,hierarchical_rule.score,holt_laury_survey.beta,holt_laury_survey.risk_aversion,holt_laury_survey.safe_choices,information_sampling_task.Decreasing_Win_P_correct,information_sampling_task.Decreasing_Win_motivation,information_sampling_task.Fixed_Win_P_correct,information_sampling_task.Fixed_Win_motivation,keep_track.score,kirby.hyp_discount_rate_large.logTr,kirby.hyp_discount_rate_medium.logTr,kirby.hyp_discount_rate_small.logTr,kirby.percent_patient,local_global_letter.conflict_hddm_drift,local_global_letter.global_bias_hddm_drift,local_global_letter.hddm_drift,local_global_letter.hddm_non_decision,local_global_letter.hddm_thresh,local_global_letter.switch_cost_hddm_drift,motor_selective_stop_signal.SSRT.logTr,motor_selective_stop_signal.hddm_drift,motor_selective_stop_signal.hddm_non_decision,motor_selective_stop_signal.hddm_thresh.logTr,motor_selective_stop_signal.proactive_control_hddm_drift,motor_selective_stop_signal.reactive_control_hddm_drift,probabilistic_selection.positive_learning_bias,psychological_refractory_period_two_choices.PRP_slope,ravens.score,recent_probes.hddm_drift,recent_probes.hddm_non_decision,recent_probes.hddm_thresh,recent_probes.proactive_interference_hddm_drift,shape_matching.hddm_drift,shape_matching.hddm_non_decision,shape_matching.hddm_thresh,shape_matching.stimulus_interference_hddm_drift,shift_task.acc,shift_task.learning_rate,shift_task.learning_to_learn,shift_task.model_beta,shift_task.model_decay,shift_task.model_learning_rate,simon.hddm_drift,simon.hddm_non_decision,simon.hddm_thresh,simon.simon_hddm_drift,simple_reaction_time.avg_rt,spatial_span.forward_span,spatial_span.reverse_span,stim_selective_stop_signal.SSRT,stim_selective_stop_signal.hddm_drift,stim_selective_stop_signal.hddm_non_decision,stim_selective_stop_signal.hddm_thresh.logTr,stim_selective_stop_signal.reactive_control_hddm_drift,stop_signal.SSRT_high,stop_signal.SSRT_low,stop_signal.hddm_drift,stop_signal.hddm_non_decision,stop_signal.hddm_thresh.logTr,stop_signal.proactive_SSRT_speeding,stop_signal.proactive_slowing_hddm_drift,stop_signal.proactive_slowing_hddm_thresh,stroop.hddm_drift,stroop.hddm_non_decision,stroop.hddm_thresh,stroop.stroop_hddm_drift,threebytwo.cue_switch_cost_hddm_drift,threebytwo.hddm_drift,threebytwo.hddm_non_decision,threebytwo.hddm_thresh,threebytwo.task_switch_cost_hddm_drift,tower_of_london.avg_move_time,tower_of_london.num_extra_moves,tower_of_london.num_optimal_solutions,tower_of_london.planning_time,two_stage_decision.model_based,two_stage_decision.model_free.logTr,writing_task.neutral_probability,writing_task.positive_probability
s616,1.6963068328,-0.2485612943,0.0294472193,2.4428302308,2.65,39.0,9.2117936829,28.95,6.9847578416000005,-0.5596788855,-0.9176314921000001,3.3185126453000002,0.30052540380000003,2.145049508,-1.6232361504,-9.654529676522456,-5.1553760489643015,-2.6100315117147344,3.4745597887,0.2311379912,1.7860376509,0.5,0.33333333330000003,18.0833333333,0.0166666667,0.0,2.2985086060000003e-17,-0.5833333333,13.9583333333,0.1022619048,0.0,-0.0035761905,-2.280952381,-0.1312331065,0.6720725759,6.0,6.3,2.0226263805,0.4255616675,2.0259043206,-0.0097907668,0.1388888889,-1.6948812467,0.1551888371,0.0,5.3201349372,3.5350229403,0.2584887748,2.367842829,-1.3466816155,2.7649964944,190.0,25.7627506452,0.3968411315,9.0,0.8021980286,0.0011226018,0.9653320312,0.0014470955,0.6388888889000001,-5.553730190361736,-4.625581180301964,-3.664674886451777,0.4444444444,-0.6113372978,-0.0103402294,1.357025878,0.45924296270000003,1.7136393078,-0.3833569026,5.753101599430508,4.6184746319,0.27936251840000004,0.7145845996300896,-1.5331214640000002,-0.6304574635,17.8409414305,0.5952511337,12.0,1.4604109822,0.6397883804000001,1.8072108644,-0.44123052290000003,3.2791797196,0.4017305236,1.5517186574,-1.6706537323,0.3569682152,0.0362096339,-0.0033004856,8.779965385,0.804801702,0.1566292883,2.592075822,0.2383657087,1.773565757,-0.43839698790000003,265.0,5.7,6.4,235.1666666667,3.3222778758000002,0.3096084035,0.4339066128777792,-1.1564343292,273.3333333333,263.0,5.0194861613,0.32270255940000003,0.728515312958524,-10.3333333333,-0.2768614541,0.8335856995,2.733192122,0.3137724304,1.9655652188000001,-1.2681643783,-0.0949195276,1.8419872322000002,0.23117186850000002,2.4377799914000002,-0.2508253304,2499.125,6.0,6.0,4647.7272727273,,,0.8395694759000001,0.1670982601
s617,2.9681902962,-0.8466352378,0.2521407773,1.5552618718,2.0,36.25,9.8565802342,12.25,5.4633164,-0.4033996696,-1.0775545474000001,4.2430404107,0.3676269458,1.9361715579,-0.7580876714,-10.407135663054696,-10.32711459461416,-2.6319983189592335,4.0149876638,0.2574490566,1.3860422088,0.6666666667000001,0.1666666667,2.375,0.0375,1.0,-0.0048333333,-0.125,8.0416666667,0.11176470590000001,1.0,-0.009245098,-1.2916666667,0.3716521641,0.6265679738000001,9.4,7.5,3.1000455575,0.3854015599,1.7580256616,-0.3041735964,0.2222222222,-4.2224990167,-0.7359768752,0.0,5.3201349372,4.8683672251,0.0052616747,3.2118568309,-1.5451691339,2.8750694831,236.0,4.755929149,0.1346114405,5.0,0.6264942169000001,0.0012022358000000001,0.8055419922,0.0015872621000000001,0.5555555556,-4.625581180301964,-4.625581180301964,-2.067339257049917,0.33333333330000003,-1.1905079316,-0.0819529851,2.1873123668,0.38259673310000003,1.8315747875000001,-0.47079003340000003,5.546478680837405,3.7489950116,0.3313226668,0.3839624289824334,-1.6430995909,-0.478734402,15.1462784654,0.5960236921000001,14.0,2.2328932947,0.4329487878,2.1409713503,-0.43128396960000004,3.6346774158,0.3835568298,1.5204334815,-2.0054385352,0.5147783251,0.0597514478,-0.0002329063,7.5826574802,0.8121330139,0.2149824635,3.4584614161,0.25984626310000003,1.3811050276999999,-0.5985074555000001,294.0,6.3,6.0,261.0,2.8980043338,0.3349396964,0.23055774413385544,-0.8311675005,301.1666666667,303.1666666667,2.8612700757000002,0.32488825520000003,0.30298743041034687,2.0,-0.1877687344,0.0163222019,2.5726580744,0.33920538110000004,1.7209999986,-1.1609355926,-0.0270108725,1.9259468009,0.2663538127,1.5205672034000002,-0.30893993670000003,1692.5833333333,4.0,10.0,2851.9166666667,-0.175623676,-2.6481425755603,0.8343674348000001,0.32649477120000003
s618,2.3884328555,-0.3739711551,0.0414138587,2.2807169303,2.55,40.4,6.7696803048,32.1875,7.5208044782,-0.5514111805,-1.0288646145,4.8951998103,0.333573391,2.7694578522,-0.6783027704,-8.634370473078622,-8.499658329636047,-8.530959513913066,3.1715842645,0.27368715390000004,1.1437150345,0.33333333330000003,0.1666666667,8.0833333333,1.110223025e-16,1.0,0.0006666667,-1.8333333333000001,7.2916666667,-0.010200523100000001,1.0,0.0001028771,-0.6806887533,-0.2408042038,0.3965615719,6.9,5.9,1.4648611346,0.383467068,2.273878153,-0.2441334158,0.8611111111,-2.9278972884,-0.9174215159,-0.7548590441,3.810416849,2.807644261,0.1421560929,1.6520979132,-1.1652624446,3.6348828618,108.0,-31.6061405541,0.3994728374,2.0,0.6074432254000001,0.0011836127000000001,0.8426818848000001,0.0015974309,0.5555555556,-8.511264302067358,-8.511264302067358,-7.365900695568905,0.8518518519,-1.1739505338,0.1183934962,1.6823242828,0.34352159260000004,1.8138074389,-0.3089822471,,,,,,,-4.6100201572,0.5189310247,9.0,1.2024107595,0.4729640591,2.3254261425,-0.3893705229,2.2787272294,0.4067593587,2.0826440618,-1.1323435086,0.47772277230000004,0.11858218100000001,-0.0020073519,9.0902344007,0.4264665026,0.16304047160000001,2.2646021601,0.21011522400000002,1.1184949492,-1.054893003,259.5,5.0,5.1,280.3333333333,2.7050244269,0.2957037769,0.24928321616560534,-0.8578308889,236.1666666667,250.8333333333,2.1335581122,0.2996852506,0.2596649971055804,14.6666666667,-0.3759383156,0.0617281412,2.3742430765,0.3107810307,1.9207180856,-0.9605756468000001,-0.131384298,1.3423777784,0.0324540669,2.3399778901,-0.3652465301,2270.437037037,8.0,7.0,3372.25,-0.0971647311,,0.4098971222,0.2069282866
s619,1.1011013377,-0.4455255676,0.029890736,1.4536907493,1.05,5.6,1.8307714598,7.2962962962999995,4.0365142504,-0.471436142,-0.9993196689,1.9201544673000002,0.3608904961,1.6693628271,0.0006023291,-7.042925613939209,-5.4591180084419815,-4.628087032434843,2.3847235637,0.2391175223,1.4616821361,0.33333333330000003,0.33333333330000003,5.25,1.249000903e-16,0.0,0.001,-0.4166666667,10.4583333333,-0.026108374400000002,0.0,0.0036264368,0.118226601,-0.0343101086,0.2935596079,8.3,6.8,0.4049500224,,1.5544147777,-0.0068544649,0.1666666667,-0.43605298130000003,0.2196491417,0.1476489847,1.0536815311,0.8323586313,0.1967597783,1.0930274282,-1.5290330131,1.9261683824,109.0,46.0626954627,0.8291899447000001,10.0,0.7166522980000001,0.0017445085,0.7434036255,0.001815081,0.33333333330000003,,-2.067339257049917,-3.664674886451777,0.2222222222,-1.2700361185,-0.6923661521000001,1.2348979765,0.3465696024,1.39399589,-0.487988393,,0.5262526076,,0.48434265108703467,0.237273231,-0.2342530761,,0.7163579488,0.0,0.372669089,0.3220767846,1.5282050584,-0.31285980620000003,1.3046247443,0.2640869558,1.8989241271,-1.0447998825,0.375,0.020298263900000002,0.0009121355000000001,18.4175910178,0.29338742700000003,0.006606754,1.7992395384000002,0.2970139639,1.2668944068,-0.7746170871,350.5,,3.1,408.6666666667,0.8811424975000001,0.4266372648,0.16473355875509305,-0.6035306331,267.6666666667,312.6666666667,0.7501679338,0.200708668,0.39740959386695973,45.0,-0.4784717329,-0.0407487554,2.3513912089,0.3369123076,2.0754508662,-1.3469574025,-0.024785951400000002,0.436670494,0.0358308824,1.767020287,-0.2568506856,3186.9041666667,10.0,5.0,4492.6666666667,,,0.17390265900000001,0.6183293277
s621,1.4073067668,-0.0275760156,0.2340654534,1.8961261349,3.35,67.0,20.3100960116,23.3181818182,8.2887552264,-0.6465896991,-0.9620383176,3.944415125,0.41876475690000003,1.333194637,-0.45691813130000003,-12.044532194586441,-8.500558321267054,-6.570655453621655,4.0736268015,0.2612690693,1.2777568175,0.8333333333,0.0,5.6666666667,0.1166666667,3.0,-0.009000000000000001,-1.0,8.8333333333,0.0595744681,1.0,-0.0024421053,-1.5886898096,0.2559179676,0.6341738249000001,8.3,7.1,2.3012991816,0.39200123210000004,2.2510626818,-0.5857477212000001,0.9166666667000001,-3.145896987,-1.397175863,-0.7548590441,3.810416849,2.8109834241,0.0344498113,2.9021352225,-0.9575666758,4.0502743994,228.0,2.3916188301,0.3492235958,5.0,0.8005819082000001,0.0014413987,0.9585983276000001,0.0015956465,0.6388888889000001,-8.511264302067358,-7.365900695568905,-6.449609932071972,0.7777777778,-0.8392675909,0.0404980745,1.8221703152000002,0.3005331623,2.0003942793,-0.44025307350000004,5.448890225027411,3.7602836414,0.2862785431,0.380310164330865,-1.7469750707,-0.5478596745000001,-12.4321131499,0.4210438657,14.0,2.0775629844,0.5032562707,1.8160907031,-0.4758043373,3.7037852543,0.3895129299,1.4150018058,-1.5396971743,0.6108374384,0.08087269300000001,-0.0002271927,5.3914537715,0.5738429717,0.2446040962,3.2631445217,0.31332680830000004,1.0493912164,-0.7508005286,295.5,6.5,5.4,256.3333333333,3.2743835619,0.2684582943,0.4036959536769371,-1.1403612125,218.3333333333,245.1666666667,3.3351790249,,,26.8333333333,1.1672855904000001,,2.1614767227,0.3082007567,2.0884891512,-0.8273599975,-0.042255996000000004,2.7338829517,0.3306858567,2.2044986686,-0.2759025647,1925.7439393939,6.0,9.0,2065.8333333333,0.7608400352,-1.989368562647012,0.1701522787,0.2457625074
s622,2.4328326132,-0.6102533118,0.1894527336,1.9048237857,1.9,22.04,9.1582385497,16.3333333333,8.8336477931,-0.4678100751,-0.9245905477,3.593519804,0.2813869851,1.7289551604,-0.9402863007000001,-6.151658886442613,-5.885683595845593,,3.7529993381,0.243499136,1.519322255,1.0,0.0,4.5416666667,-0.0625,1.0,0.00016666670000000001,-0.7916666667000001,6.0833333333,-0.0083333333,1.0,-0.0006666667,-1.7857142857000001,-0.0538455179,0.9199619719000001,8.0,6.9,2.3869699731000003,0.6765803341000001,2.3650515894,-0.3838210495,0.1666666667,-4.4786503708,-1.7841410709,-0.2331515124,3.5345441135,4.4227461409,0.1972043196,1.7002511693,-1.2379163798000001,2.9825269658,139.0,1.2928725743,0.0438060331,4.0,0.7610521317000001,0.0016018026,0.8154937744,0.001228041,0.4444444444,,-3.664674886451777,-3.664674886451777,0.2592592593,-0.8566122285000001,-0.1263026378,1.1654603918,,2.6159065943,-0.42759460180000003,,,,,,,-0.7858367924,0.3970490759,15.0,1.6397788206000001,0.5535809114,1.9913903686,-0.280030777,2.9624702878,0.4433388384,1.6865262829,-0.8611074182,0.3258706468,0.0326926567,-0.001836287,,0.2820599964,0.0159661472,3.2157740094,0.2557471717,1.3793346907,-0.47007295450000003,276.5,5.7,5.8,250.0,2.3543192015,0.2279211901,0.4286295225088474,-0.7354153670000001,271.8333333333,282.8333333333,2.2235370667,0.2611551476,0.2680336467214286,11.0,-0.34597438070000003,-0.0626503004,2.5263299721,0.2376325636,1.9888563877,-1.0330647603,-0.17085467910000002,1.7117372979,0.3299424968,2.0159990716,-0.3691237294,2065.0958333333,5.0,9.0,3478.1666666667,-0.2741071249,,0.8600618368,0.1846167501
s624,1.7121395877999999,-0.236133108,0.0739609203,1.7007063843,1.9,58.7333333333,13.6458610505,41.2727272727,13.6535043787,-0.5141449307,-0.9928506118,2.9413088983,0.39454583470000004,1.6714847389,-0.8608056363000001,-8.001921665336551,-7.439657631366792,-3.893494552292295,3.6679521470000003,0.2980242087,1.0543084884,0.6666666667000001,0.33333333330000003,15.9583333333,0.0208333333,0.0,-0.0045000000000000005,-1.2083333333,18.5416666667,0.1625,2.0,-0.013857142900000001,-5.2083333333,0.4072460251,0.5211799584,7.0,5.9,1.6790085518,0.3639985622,2.0052284988,-0.6179441895000001,0.5,-1.3984111001000001,-1.3035985605,-0.6643553758,1.8354049578,1.186290669,0.10045611900000001,1.7236407349,-1.1560524173,2.6721295741,127.0,1.2928725743,0.0438060331,4.0,0.7464506149,0.0010889936000000001,0.8672286987000001,0.0014788162,0.5555555556,-4.625581180301964,-3.664674886451777,-4.609202534990781,0.40740740740000003,-1.4744048358000001,-0.2793708807,1.9434404394,0.393562191,1.3277577901,-0.4217643394,,,,,,,-8.8375975297,0.4140815901,11.0,0.9180280436,0.42471587780000003,2.119618704,-0.1697783195,2.1265998891,0.4242359529,1.1714963712,-0.9313197513,0.48849104860000003,0.046432580800000005,0.0013159180000000001,8.3176580935,0.4768341499,0.10049149730000001,2.3584107486,0.2710921074,1.127060164,-0.9754583381,290.5,6.4,4.5,346.1666666667,2.5969985812000003,0.3483491737,0.2392754882936292,-0.341565184,198.0833333333,293.5,2.7929984897,0.32955320460000004,0.43361422167137287,95.4166666667,-0.5170611569,0.17957516680000002,1.757453208,0.3791620282,1.4771859631,-1.1589031911,-0.129876828,1.3308081886,0.3856309348,1.3245098661,-0.3070164045,2135.3833333333,6.0,9.0,2913.4166666667,-0.34857629560000003,,0.5207724427,0.4621783186
s626,0.5589406291,-0.3821248876,0.0037490786,1.5790972677,1.05,2.8333333333,2.6533431524999997,2.6666666667000003,1.8810798863,-0.6249943636,-0.9240915359,,,0.7696981713000001,-0.7732458314,,-7.325498657493331,-5.914069563101645,3.5837167621,0.28730577620000003,1.4489307849,0.33333333330000003,0.5,11.9583333333,-0.0791666667,0.0,0.0025,-0.9583333333,3.25,-0.0798039616,0.0,0.0045301205,-1.3884010619,-0.16505969750000002,0.185492172,10.0,6.9,0.6977529844,,0.8042924982,0.047025949000000004,0.5,,,,,-1.3947683610000001,0.0122991861,1.1948524802,-1.2373191973,,129.0,-0.5159130479,0.1502053599,5.0,0.5564130902000001,0.0015340228,0.6901631355000001,0.0018806797000000001,0.3611111111,-7.824046010856292,-8.511264302067358,-7.365900695568905,0.6296296296,-0.7385499590000001,-0.1444903042,0.2107997284,,0.6475210521,-0.4524059653,,,,,,,,0.501221241,9.0,0.33391821800000004,,,-0.3642799678,0.3485772446,,0.781795844,-0.1317708307,0.3111111111,-0.0161600598,-0.0005521799000000001,0.038024057,0.0012935882,0.0839000322,,,0.640041372,-0.5038486421,371.0,5.5,5.5,,,,,,,,,,,,,,,,1.7683111129,-0.8880888388,-0.0583461724,0.29897697560000003,0.025787804600000002,0.8345234456,-0.28534075670000003,2312.1308333333,8.0,8.0,2793.9166666667,,,0.4575616374,0.3327547587
s627,1.3733641535,-0.0323416741,0.0550069849,1.7522638949,3.5,15.625,11.6313388515,9.88,5.1423081718,-0.8090464409,-1.0516317659,3.618049911,0.326901481,1.7861272756000002,-1.3029241913,-10.202190128271374,-8.571006500480502,-8.783379299834246,4.4732167583,0.2645634626,1.4322701493,1.0,0.0,17.8333333333,0.0416666667,1.0,-0.0026666667,-4.5833333333,18.4166666667,0.1573809524,3.0,-0.0110380952,-2.4011904762,-0.19336080930000002,0.7893218434,8.8,8.3,1.826019826,0.4012073801,2.0418541765,-0.3575983407,0.6666666667000001,-1.7351578205,0.9850409977000001,-0.2331515124,3.5345441135,3.5727106135,0.188074863,1.7365208861,-1.327315884,3.310775983,187.0,1.2928725743,0.0438060331,4.0,0.8475921631000001,0.0019578172000000002,1.0,0.0019459251,0.7777777778,-4.625581180301964,-6.449609932071972,-4.625581180301964,0.5185185185,-1.069894455,0.0707831895,1.8875342734,0.3817229943,2.5319807301,-0.4057172094,5.60947179518496,2.5059701738999998,0.29443872520000003,0.0745951217770737,0.0232955895,-0.28344046910000004,,0.5472005783,14.0,1.4677960946,0.5950912356,2.2167920009,-0.3848607519,2.7299655921,0.3774366193,1.0651607134,-0.8628416764,0.47654320990000004,0.0841848349,,4.2810309819,0.5385590583000001,0.2581345057,4.423242041,0.24728116220000002,1.4222639557,-0.7371276443,288.0,6.1,6.2,334.0,2.5588002727,0.3098462611,0.22481805375213565,-0.8667047883000001,226.0,275.6666666667,2.4181163926,0.2913408829,0.392130244092844,49.6666666667,-0.1252558987,-0.2113318442,2.6693138999,0.3161194107,2.1394218512,-1.2583093068,-0.20131449540000002,1.8573194895,0.309983432,1.8147302819000002,-0.4096190282,1367.4,12.0,9.0,3218.0,0.2703709909,-2.7798176472712037,0.8385841127,0.7638897815
s628,1.8939750158000002,-0.2713298105,0.1632217597,2.5872288459,3.15,,,,,,,,,,,,,,,,,,,,,,,,5.25,0.2714488925,3.0,-0.0150469417,-1.8591749644000002,,,,,,,,,,,,,,,,,-1.1195720593,3.7262636324000002,,,,,,,,,,,,,,-0.6702993497,0.0141036515,1.9390237817,0.37404563760000004,2.1471235265,-0.3346263658,,,,,,,,,18.0,,,,,,,,,,,,,,,3.2764897933,0.2215136839,2.0450591489,-0.4807017416,240.0,5.9,5.4,,,,,,,,,,,,,,3.2525823453,0.2914337185,2.2121601489,-1.198429322,-0.11023852860000001,2.7881067376,0.3013517234,2.0402935455,-0.3862949377,1428.8633333333,3.0,9.0,5544.3333333333,,,0.9099799239,0.38287543220000003
s629,1.7317525317,-0.6213477497000001,0.0527771769,2.0245996343,1.15,4.7142857143,3.9333064298,2.0714285714,2.3242453403,-0.4109974475,-0.9886863501,,0.192457644,1.2375559024,-0.1384364646,-10.407092640558888,-9.412459004081729,-9.88079694261643,2.3775136005,0.1999784681,1.4096873994,0.33333333330000003,0.5,11.2916666667,0.0041666667,1.0,0.0081666667,-4.9583333333,7.3333333333,-0.061702127700000005,0.0,0.0015390071,-0.6347517730000001,-0.0091833388,0.1653000984,9.5,8.1,0.0499050428,0.2355852775,2.0640527165,,,-0.2400372392,-0.2296508948,-1.0775902058,-0.0663628218,-0.6245568075,0.1548213269,1.1721561805,-0.7458764829000001,2.9788724795,128.0,0.5479159981,0.221692621,7.0,0.6619073868,0.0013206367,0.7437310934,0.0013593104,0.2777777778,-8.511264302067358,-6.449609932071972,-7.824046010856292,0.7407407407000001,-0.5539626946,-0.2380880635,0.19844117420000001,,1.2877387995,-0.25121224540000003,,,,,,,,0.2833473754,1.0,0.5496274822,,1.8377026982,-0.4165454635,2.0781740904,0.4247606017,1.3760064037,-1.9383828393,0.27204030230000004,0.0053255773,-0.0026451915,0.0100003133,0.0007799863,0.1204778438,0.8850978006,0.30704535780000003,1.5122347029,-1.0851133966,345.0,5.5,4.4,,,,,,,,,,,,,,1.0670675392,0.4167152671,1.4691795494,-0.8366851129,-0.0615062623,0.08967492240000001,0.0435070779,1.2846737222,-0.1863786101,2380.9041666667,9.0,7.0,3640.0833333333,-0.3113097151,,0.8553843611,0.3085895166
s631,0.5689176543000001,-0.16548314690000002,0.013984481100000001,1.0776263173,1.45,50.5,7.9202758305,37.1176470588,8.006890415,-0.46369570050000003,-0.9236409341,3.3172746916999998,0.3753178086,1.145889024,-1.4211306593,-6.467864976323155,-5.531540395554509,-3.8000292643342344,4.6464793943,0.2460505117,1.0205243235,1.0,0.0,23.1666666667,0.025,1.0,-0.0013333333,-5.0833333333,24.6666666667,0.0341759353,1.0,-0.0002568251,-3.064206269,0.3019464105,0.1500776838,8.5,8.8,2.0296017125,0.16554743330000002,2.5299216779,-0.33388582510000003,0.1111111111,-2.6540760951999998,-1.6366456121000001,-0.4590999397,3.0533409271,2.5660267501,0.0065539726,2.3064042109000003,-1.0170844173,3.9312389163,235.0,0.0331595576,,3.0,0.5,,1.0,0.0016548539,0.7777777778,-4.625581180301964,-4.625581180301964,-2.748384152235016,0.37037037040000004,-0.8487472681,-0.0980447878,0.8013497890000001,,,-0.40250448,5.679603618958929,3.43749071,0.27902864850000003,0.500353393836789,-0.9691346697000001,-0.6679201916,,0.2541412215,18.0,1.9385215136,0.43320455700000005,1.6457746543,-0.35665481530000004,3.1664895752,0.4398779651,1.6900934494,-1.6344840622999999,0.3414634146,-0.0012658112,0.0001283509,6.8183711135,0.5018828233,0.0273868827,2.5632783283,0.3201881923,1.3860525868,-0.6998208806,314.0,7.0,6.4,300.0,2.4768767385,0.2835544736,0.2749544484343509,-0.5522087633,252.6666666667,295.5,2.8562606087,0.3184383522,0.11899583422990073,42.8333333333,0.19796214780000002,-0.0155996239,2.5005361357,0.26827939100000003,1.2965732295,-1.1631221422,-0.0875509773,2.0779625911,0.3092366432,1.4594374854,-0.2379584407,1257.8227272727,16.0,8.0,2373.75,,,0.20438376660000002,0.4161997174
s633,2.1757584612,-0.5777239535,0.1133120531,1.9234876529,1.7000000000000002,21.32,9.8434411327,19.5294117647,8.5813580442,-0.7856531739,-1.1087982699,3.1124570449,0.3364898639,1.5263524629,-0.6331129404,,,,3.2927412434,0.2648378428,1.1766718941,0.5,0.5,9.5,0.09166666670000001,1.0,0.0003333333,-3.5,8.5833333333,-0.0111587983,1.0,-0.0025922747,-2.5412017167,0.2927321484,0.6270928045,7.7,5.7,1.4570701392,0.3866209425,1.7135635471000001,-0.5189068637,0.0555555556,-2.2486699104,,0.3298219498,4.6604910377,4.7228318802,0.230704928,1.428658225,-0.9437793146000001,3.5708010963,155.0,3.8594254336000002,0.1210723489,4.0,0.7272909164,0.0008865646,0.8875000000000001,0.0015584449,0.3888888889,-2.7545573065347257,,,0.1111111111,-0.683849185,-0.021895825,1.2106796593,0.36693287280000003,2.0446130788,-0.6156377459,5.815125061991475,1.8034240809000002,0.2892343451,0.16159345484819282,-0.1063992827,-0.2395460109,-8.338852503,0.4998808824,7.0,1.6897747756000001,0.4895893193,1.7284606124000002,-0.44744649200000003,2.5289247808,0.4319478762,1.7146705615000002,-2.0449061093,0.4938574939,0.0292939454,-0.0027735812000000003,7.6959006184,0.5514421015000001,0.21529588030000002,2.6772739942,0.2665367265,1.1294304293,-0.54992595,349.5,5.4,6.2,335.3333333333,1.9687361601000002,0.2941253534,0.2676494330953552,-0.9639465998000001,280.8333333333,331.5,2.4456818541,0.33388277520000004,0.09645982543574104,50.6666666667,-0.3596660564,-0.1011079812,2.2993516138,0.3814993049,1.6485734272,-1.4634350197,-0.150762419,1.4450825649,0.2557339594,1.5714251966,-0.3461653053,2284.6476190476,8.0,8.0,3095.9166666667,-0.051738376,,0.1687618735,0.33817566460000004
s634,2.1276236484,-0.4356607892,0.0384187988,2.6622623024000003,2.3,43.9473684211,2.3207681729000003,51.15,12.8688730951,-0.6708841416,-1.0501559834,3.5313764326,0.2529034814,1.4971981816,-2.2123767302,-8.40237588251648,-8.479517902585426,-7.984871668865373,3.4655351157,0.1938544234,1.2328667606,1.0,0.0,5.0833333333,,3.0,-0.0146666667,-3.25,7.25,,3.0,-0.0146882793,-3.4457605985,0.2691486115,1.1481537992,8.9,7.8,2.996823095,0.3903085394,2.0332574819,-0.17641678900000002,0.8611111111,-2.4613510032,-0.8895897572,-0.3719338943,3.8121088774,3.3952137581,0.18349704500000003,1.3488615004,-1.3646783862,3.2360509786,193.0,2.3916188301,0.3492235958,5.0,0.7591064453,0.0013792418,0.9720458984,0.0015073896,0.5555555556,-7.365900695568905,-7.365900695568905,-7.365900695568905,0.7777777778,-0.9427182929000001,-0.0241086237,1.7717580464,0.4046677843,2.2079047302,-0.4595506073,5.662960480135946,2.7796443223000002,0.2386600889,0.10640266544104952,-0.7054136066000001,-0.5619457973,12.8545991295,0.5713095948,18.0,2.4233360709,0.4682060592,2.3205258410000003,-0.4464847552,3.3849323721,0.33710397000000003,1.3852584961,-1.6436365400000001,0.5223880597,0.0156942693,0.0036018003,4.435967437,0.430656523,0.2784403813,2.6775456689,0.2575124596,1.2559488911,-0.5786505603000001,242.0,5.4,5.9,299.5,2.2835897061,0.2718463474,0.00216349076516887,-0.9386169651,244.1666666667,193.6666666667,2.9664201428,0.2869755195,-0.12453725025904326,-50.5,0.09162020480000001,-0.1015816486,2.3871532355,0.3229128814,1.3431245502,-1.2401359725,-0.08834439150000001,2.2666305931,0.26713046490000003,1.6062631865,-0.3076647932,1709.2395833333,-5.0,8.0,5556.75,0.2737126766,,0.8692237718,0.4044280398
